Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Religion-Faith	Which of these belonged to the highest-ranking Hindu caste?	widows	warriors	priests	workers	priests
Religion-Faith	Krishna is an incarnation of which Hindu god?	Vishnu	Buddha	Shiva	Brahma	Vishnu
Religion-Faith	The Swastika is a solar symbol for Hindus.	False	True			True
Religion-Faith	According to the Book of Esther, Esther replaced this disobedient Biblical queen.	Queen Ruth	Queen Vashti	Queen Mary	Queen of Sheba	Queen Vashti
Religion-Faith	This brave Biblical woman led the Israelites to victory in the battle against Sisera.	Rebecah	Leah	Sarah	Deborah	Deborah
Religion-Faith	According to the Bible, King David saw this beautiful woman bathing, and immediately desired her, but she was married.	Ahinoam	Abigail	Michal	Bathsheba	Bathsheba
Religion-Faith	This Biblical woman couldnt have children, but finally God granted her a son, who was to be named Samuel and become one of the Bibles most prolific prophets of all time.	Hannah	Abigail	Peninnah	Hagar	Hannah
Religion-Faith	According to the New Testament, this woman had a son called John the Baptist.	Martha	Elizabeth	Maacah	Mary	Elizabeth
Religion-Faith	According to the Book of Exodus, this brave mother hid her young baby son, Moses, in a basket along the Nile River, so that no one could kill him.	Jochebed	Miriam	Martha	Zipporah	Jochebed
Religion-Faith	This biblical heroine hid two Israelite spies in her house under stalks of flax.	Leah	Rehab	Naomi	Rachel	Rehab
Religion-Faith	In the Bible, this woman gave birth to male twins and as she was in labor the twins jostled each other, one babys hand grasping the heel of the other infants foot.	Rachel	Rebekah	Leah	Hagar	Rebekah
Religion-Faith	This Biblical woman poured perfume on Jesus feet and wiped them with her hair.	Mary	Keturah	Samaritan woman	Sarah	Mary
Religion-Faith	According to the Bible, this woman became a widow and decided to live with her mother-in-law instead of going home to her family. She then married Boaz.	Ruth	Naomi	Oprah	Esther	Ruth
Religion-Faith	Which of these architects designed St. Peters Basilica in Rome?	Carlo Marchionni	Donato di Niccolò di Betto Bardi	Michelangelo di Lodovico Buonarroti Simoni	Gian Lorenzo Bernini	Carlo Marchionni
Religion-Faith	Raphael Santi was the original architect of the Chigi Chapel but Gian Bernini finished it, after Raphael became a father.	False	True			False
Religion-Faith	St. Peters Basilica is both the Popes principal church and his official ecclesiastical seat.	False	True			False
Religion-Faith	The Temple of Vespasian was begun by Titus after whose death?	his brother-in-law, Jesus	his father, Vespasian	his brother, Domitian	his best friend, Tiberius	his father, Vespasian
Religion-Faith	Following Michelangelos death, his student, Giacomo della Porta continued with the unfinished portions of Palazzo Farnese.	False	True			True
Religion-Faith	Did Leonardo Da Vinci design the facade for the church of Santa Bibiana.	No	Yes			No
Religion-Faith	When Michelangelo was still an apprentice, he made an imitation of a famous Roman statue that was sold in Rome as an ancient Roman original. What was the name of the original statue?	Cherubini	Bacchus	Il Putto Dormiente	Moses	Il Putto Dormiente
Religion-Faith	All originals of Leonardo da Vincis Leda and the Swan have been either lost or destroyed.	False	True			True
Religion-Faith	How  many books are in the Torah?	18	5	21	10	5
Religion-Faith	Jason Marquis (Cardinals), Shawn Green (Arizona),and Brad Asmus (Houston) are all Jewish.	True	False			True
Religion-Faith	What was the only automobile brand named after a Jew?	Oldsmobile	Citroen	Duesenberg	Auburn	Citroen
Religion-Faith	Which of these great home run hitters was Jewish?	Tony Gwynn	Hank Greenberg	Jimmy Foxx	King Kong Keller	Hank Greenberg
Religion-Faith	Except for Saturday, how many times a day must an Orthodox Jew pray?	19	3	1	5	3
Religion-Faith	On front of the home of every Jew, there is a special decoration or religious symbol. It is also found inside the home at very doorpost and every gate. In each one, there are three sections of the (Old) Testament.  What do we call these religious objects?	Moshiach	Mohels	Mezzuzas	Torahs	Mezzuzas
Religion-Faith	On Columbus first trip to the new world, many Jews were employed by Columbus. What was the highest job held by a Jew?	Weatherman	Translator	Treasurer	Supply commander	Translator
Religion-Faith	What religious article must every unmarried Jewish woman wear?	Red String	Star of David	None	Fringes	None
Religion-Faith	In Judaism locusts are kosher, which means that they are allowed to be eaten.	True	False			True
Religion-Faith	In every synagogue, in every country in the world, there are the same number of statues. How many?	10	5	0	3	0
Religion-Faith	According to the Bible, God forbade Adam and Eve to eat the fruit of the apple tree.	False	True			False
Religion-Faith	Who is the first human who murdered a human according to the Bible?	Eve	Cain	Adam	Abel	Cain
Religion-Faith	According to the Book of Revelation, there are angels of the Devil.	True	False			True
Religion-Faith	It is written in the Bible, that false Christs and prophets will arise and will show great signs and wonders.	False	True			True
Religion-Faith	According to Christian theology, Jesus Christ is a person with an entirely human nature.	False	True			False
Religion-Faith	What Biblical figure built an ark on top of a mountain?	Moses	Jacob	Noah	Joseph	Noah
Religion-Faith	What Biblical hero split the sea so that he and his people could go across?	Noah	Joseph	Jacob	Moses	Moses
Religion-Faith	What does the name Moses mean according to the Bible?	Prince of Egypt	taken from the water	beautiful	sour	taken from the water
Religion-Faith	How many books are there in the Bible?	64	65	59	66	66
Religion-Faith	How many times a year is a healthy, adult Jew required to fast?	0	13	6	2	6
Religion-Faith	Historically, Golda Meir was the first female Jewish leader.	False	True			False
Religion-Faith	What is the subject of the first Book of the  Talmud ?	There is no first book	Blessings	Civil Torts	Shabbat	Blessings
Religion-Faith	It is considered that the Jewish Golden Age occurred in this country.	Spain	France	Israel	India	Spain
Religion-Faith	In 1776, when we Jews declared themselves free from England, which British colony had the most Jews?	Union of South Africa	Australia	Jamaica	Canada	Jamaica
Religion-Faith	On the holy day, Simchat Torah, Jews finish reading the five books of the Torah and do what immediately after?	Throw a party	Start again	Discuss the days events	Have a meal	Start again
Religion-Faith	Jews build temporary huts for this holy day.	Hannukah	Yom Kippur	Sukkot	Rosh Hashannah	Sukkot
Religion-Faith	What does the Hebrew expression Mazel Tov mean?	Have a great day	Have an easy fast	Sorry	Good luck	Good luck
Religion-Faith	The Jewish calender is a lunar calender.	False	True			True
Religion-Faith	Judaism divides The Old Testament into three parts, called this in English.	Torah, Pentatuch, Prophets	Torah, Histories, Pentatuch	Torah, Prophets, Wisdom Literature	Torah, Chronicles, Major Prophets	Torah, Prophets, Wisdom Literature
Religion-Faith	In what book of The New Testament was John the Baptist beheaded?	John	Luke	Mark	Matthew	Matthew
Religion-Faith	In The New Testament, Romans was written by the apostle Paul.	True	False			True
Religion-Faith	How many books are in the New Testament?	25	27	20	31	27
Religion-Faith	It is believed by many that the Gospel of Luke is the most beautiful book ever written.	False	True			True
Religion-Faith	Which of the laws in  the Ten Commandments of the New Testament is conceived to be the greatest one?	Honor your father and your mother	You shall not steal	Love the Lord with all your heart, soul and mind	Love your neighbor as yourself	Love the Lord with all your heart, soul and mind
Religion-Faith	In the New Testament, Acts is the next book after Romans.	False	True			False
Religion-Faith	What is the third book of the New Testament?	Mark	Matthew	Jonh	Luke	Luke
Religion-Faith	What did Jesus do to the man with leprosy, according to The New Testament?	ignored him	gave him medicine	prayed for him	touched him and cured him	touched him and cured him
Religion-Faith	Paul is acknowledged as the author of  First Epistle to the Corinthians book in The New Testament.	True	False			True
Religion-Faith	In which book of The New Testament is the following passage found Ask and it will be given to you;seek and you will find;knock and the door will be opened to you?	Psalms	Matthew	Acts	Luke	Matthew
Religion-Faith	What was the name of Abrahams wife according to the book of Genesis?	Rebekah	Rachel	Leah	Sarah	Sarah
Religion-Faith	In the book of Genesis, how old was Abraham when Isaac was born?	101 years old	95 years old	100 years old	99 years old	100 years old
Religion-Faith	Isaac was Abrahams first son according to the Torah.	False	True			False
Religion-Faith	What was the name of Isaacs wife according to the book of Genesis?	Leah	Rachel	Sarah	Rebekah	Rebekah
Religion-Faith	The book of Genesis tells that when Esau and Jacob were born, Jacob grabbed hold of what?	Esaus hand	Esaus hair	Esaus heel	Esaus food	Esaus heel
Religion-Faith	According to the Torah, what did Esau trade his birthright with Jacob for?	Bread and wild game	Bread and vegetables	Bread and lentil stew	Manna	Bread and lentil stew
Religion-Faith	Who was Jacobs first wife in the book of Genesis?	Leah	Sarah	Rebekah	Rachel	Leah
Religion-Faith	How many years did Jacob have to work for each of his wives according to the Torah?	3 years each	7 years each	1 year each	14 years each	7 years each
Religion-Faith	Who founded the Scientology philosophy and religion?	L. Ron Hubbard	Marion Davis	Jason Beghue	Judson Lord	L. Ron Hubbard
Religion-Faith	This actor, who made it big as a high school gang member, delivering paint and flying airplanes, is one of the most famous Scientologists.	Hayward Nelson	John Travolta	Christian Slater	Brad Pitt	John Travolta
Religion-Faith	Which of these voice actors/actresses from The Simpsons series, is a Scientologist?	Dan Castellaneta	Nancy Cartwright	Hank Azaria	Harry Shearer	Nancy Cartwright
Religion-Faith	These two brothers are Scientologists who acted on famous comedy sitcoms. One was on That 70s Show and the other one was the oldest brother on Malcolm in the Middle. What is their last name?	Prepon	Masterson	Ribisi	Kidman	Masterson
Religion-Faith	Which Scientologist played the wife of “The King of Queens?	Juliette Lewis	Mimi Rogers	Ann Archer	Leah Remini	Leah Remini
Religion-Faith	Lisa Marie Presley and her mother Priscilla Presley are both Scientologists.	True	False			True
Religion-Faith	Which of these musicians is not a Scientologist?	Chick Correa	Beck	Brandy	Michael Bolton	Michael Bolton
Religion-Faith	What Scientologist started the EST movement?	David Miscavige	Werner Erhard	Greta Van Susteren	Sonny Bono	Werner Erhard
Religion-Faith	What was Operation Snow White?	An attempt by Scientology to gain publicity by hiring writers to give it a better image	An attempt by Scientology to infiltrate the US government	An attempt by Scientology to gain new members by holding events in several large cities in the USA and Canada	Anattempt by the IRS to get back taxes from the main Scientology group	An attempt by Scientology to infiltrate the US government
Religion-Faith	The title of what book in the Bible means departure?	Lamentations	Exodus	Genesis	Deuteronomy	Exodus
Religion-Faith	Deuteronomy, the title of the fifth book of the Hebrew Bible, means second law.	True	False			True
Religion-Faith	What is the meaning of the book title Genesis?	God	man	beginning	creation	beginning
Religion-Faith	Does The Book of Numbers from the Old Testament begin with the numbering of the people in Sinai?	No	Yes			Yes
Religion-Faith	What book in the Bible was named after the successor of Moses?	Isaiah	Ezekiel	Joshua	Jeremiah	Joshua
Religion-Faith	Where can you find the story of Adam and Eve?	Book of Jeremiah	Book of Genesis	Book of Lamentations	Book of Exodus	Book of Genesis
Religion-Faith	The story of Moses birth can be found in the Book of Deuteronomy.	True	False			False
Religion-Faith	Was Moses still alive in the Book of Numbers?	Yes	No			Yes
Religion-Faith	What was the age of Joshua (Moses successor) when he died?	120 years old	105 years old	110 years old	115 years old	110 years old
Religion-Faith	Which 10th century Ashkenazi Rabbi outlawed polygamy?	Rabbi Levi Ben-Meir	Rabbi Judah	Rabbi Gershom	Rabbi Feinstein	Rabbi Gershom
Religion-Faith	The first international Jewish athletic competition, known as Maccabiah Games, was held in what year?	1896	1964	1932	1956	1932
Religion-Faith	What is the name of the collection of stories, legends, and allegorical interpretations of the Hebrew Bible Tanach?	Gemara	Midrash	Kislev	Mishnah	Midrash
Religion-Faith	The first day of the Jewish New Year, Rosh Hashanah, can only occur on which of these days?	Sunday, Tuesday, Wednesday or Friday	Sunday, Monday, Wednesday or Friday	Monday, Tuesday, Thursday or Saturday	Monday, Thursday or Friday	Monday, Tuesday, Thursday or Saturday
Religion-Faith	The first female Rabbi, Berlin-born Regina Jonas, was ordained in what year?	1935	1905	1964	1789	1935
Religion-Faith	Four Jewish jobs require ordination (or Smeecha). Which of these is not one of them?	Cantor	Mohel	Shochet	Scribe	Cantor
Religion-Faith	Jewish American Sidney Franklin was greatly admired by Ernest Hemingway, as he was the first American to become successful in what occupation?	Boxer	Bullfighter	Police officer	Politician	Bullfighter
Religion-Faith	One of the most important prayers in Jewish liturgy is the the Shemoneh Esreh (The Eighteen) This prayer, which must be said every day at almost every service, is also known by what other name?	Shochain Od	The Amidah	The Shema	The Kol Nidrei	The Amidah
Religion-Faith	Mike Epstein, Norm Sherry, Larry Sherry, and Barry Latman were all Jewish baseball players. What do they have in common?	They all played for the Dodgers.	They all played for the Yankees.	They all went to the same high school.	The were all assassinated for political motives.	They all went to the same high school.
Religion-Faith	When did the Six Day War between Israel and the Arab states of Egypt, Jordan, and Syria begin?	June 5, 1971	June 5, 1967	June 5, 1963	June 5, 1969	June 5, 1967
Religion-Faith	In 1825, Jewish American diplomat and journalist Mordecai Manuel Noah tried to found what Jewish institution in the United States?	A Jewish rebellion organization in the United States	A Jewish homeland in the United States	A Jewish government in the United States	A Jewish independent church in the United States	A Jewish homeland in the United States
Religion-Faith	Who was the first Jewish player in the United States National Hockey League?	Sam Rothschild	Mathieu Schneider	Ernie Grunfield	Issac Berger	Sam Rothschild
Religion-Faith	Which of these terms is used by Jews to refer to the Old Testament?	Torah	Tehillim	Tanakh	Schmuel	Tanakh
Religion-Faith	The most important religious document for the Jews, Torah, is written in what language?	Arabic	Syriac	Aramaic	Hebrew	Hebrew
Religion-Faith	How many commandments are there in the central document of Judaism, Torah?	1075	24	613	215	613
Religion-Faith	According to Judaism, even non-Jews are morally bound to observe how many laws from the Torah?	10	7	313	613	7
Religion-Faith	Which of these prayers is traditionally sung before sunset on Yom Kippur, the Jewish Day of Atonement?	Slichot	Tanaim	Kol Nidre	Dor v Dor	Kol Nidre
Religion-Faith	Every morning and evening, Jews must recite a prayer, which is also said at  the moment before death. What is the name of this prayer?	The Hoshannah Rabbah	The Kaddish	The Kiddush	The Shema Yisrael	The Shema Yisrael
Religion-Faith	This is the holiest city in Judaism and the spiritual center of the Jewish people. It also plays an important role in Christianity and Islam.	Constantinople	Jerusalem	Medina	Mecca	Jerusalem
Religion-Faith	The Temple Mount, the Church of Holy Sepulchre and the Western Wall are landmarks found in this city.	Baghdad	Ohrid	Jerusalem	Constantinople	Jerusalem
Religion-Faith	Who built the Temple of Jerusalem also known as the Holy Temple?	Constantine I Emperor	King Ferdinand	Justinian Emperor	King Solomon	King Solomon
Religion-Faith	When was Jerusalem conquered by the Islamic Caliphate?	In 1500	In 340	In 1040	In 638	In 638
Religion-Faith	After the Arabic-Israeli War (1948-1949) Jerusalem was divided between Israel (West part) and Jordan (East part).	False	True			True
Religion-Faith	What is Jesus birthplace according to the Bible?	Bethlehem	Jerusalem	Constantinople	Nazareth	Bethlehem
Religion-Faith	Where is The Milk Grotto Church of Virgin Mary located?	Bethlehem	Jerusalem	Nazareth	Baghdad	Bethlehem
Religion-Faith	In Bethlehem, Christmas ceremonies are held on three different dates.	False	True			True
Religion-Faith	According to New Testament, the home of Joseph and Mary was in Jerusalem.	False	True			False
Religion-Faith	The Church of the Annunciation was built in Nazareth.	True	False			True
Religion-Faith	According to the Book of Matthew, Jacob was the father of Issac.	True	False			False
Religion-Faith	Who was king when Jesus was born?	King Solomon	King David	King Herod	None of these	King Herod
Religion-Faith	Jesus was baptized by John the Baptist.	False	True			True
Religion-Faith	In the Book of Matthew, what did Jesus say to the man with leprosy when he touched him?	Be cured!	Be Clean!	Be Healed!	None of these	Be Clean!
Religion-Faith	Whose mother-in-law was lying in bed with a fever in the Book of Matthew?	Peter	James	John	Mark	Peter
Religion-Faith	According to the Book of Matthew, how many disciples did Jesus give authority to heal the sick and drive out evil spirits?	10	7	12	5	12
Religion-Faith	Which of the apostles betrayed Jesus?	Simon the Zealot	Philip	Matthew	Judas Iscariot	Judas Iscariot
Religion-Faith	Where did Ruth live when she met her first husband according to the Book of Ruth?	Bethlehem	Moab	Jerusalem	Judah	Moab
Religion-Faith	In the Book of Ruth, who was Ruths mother-in-law that she would not abandon?	Naomi	Mary	Orpah	Rahab	Naomi
Religion-Faith	Who was Ruths sister-in-law according to the Book of Ruth?	Oprah	Rahab	Orpah	Naomi	Orpah
Religion-Faith	In the Book of Ruth, after the deaths of Naomis husband and her two sons, Naomi wanted to leave Moab. Where did she go?	Bethlehem	Joppa	Jerusalem	Ninevah	Bethlehem
Religion-Faith	In the Book of Ruth, what did Ruth do to indicate that she wanted to be redeemed?	Bow down to Boaz	Wash Boaz feet.	Sing to Boaz	Sleep at Boaz feet.	Sleep at Boaz feet.
Religion-Faith	In the Book of Ruth, Boaz was the closest relative thats why he came forward as the kinsman-redeemer.	True	False			False
Religion-Faith	According to the Book of Ruth, what did the kinsman-redeemer give to Boaz to indicate that Boaz would be the redeemer of Ruth?	A signed piece of paper	500 shekels	His cloak	His sandal	His sandal
Religion-Faith	What was the name of Ruth and Boazs son in the Book of Ruth?	Jesse	David	Salmon	Obed	Obed
Religion-Faith	The Book of Ruth comes after this book.	Joshua	Esther	Daniel	Judges	Judges
Religion-Faith	How many books are there in the Old Testament of the Bible?	39	43	20	35	39
Religion-Faith	Finish the title of this book of the Old Testament: The Song of _____	Solomon	Job	Ruth	Joel	Solomon
Religion-Faith	Which book of the Old Testament of the Bible has the least number of chapters?	Obadiah	Haggai	Zephaniah	Habakkuk	Obadiah
Religion-Faith	Which book of the Old Testament has the most chapters?	Psalms	Genesis	Isaiah	Jeremiah	Psalms
Religion-Faith	The first two books in the Old Testament are Genesis and Exodus. What is the name of the third book?	Deuteronomy	Numbers	Joshua	Leviticus	Leviticus
Religion-Faith	What is the title of the last book of the Old Testament?	Job	Malachi	Zechariah	Haggai	Malachi
Religion-Faith	Which of these books doesnt belong with the others?	Ezekiel	Lamentations	Jude	Genesis	Jude
Religion-Faith	Amos is the first book of the Old Testament alphabetically.	True	False			True
Religion-Faith	Which of these books of the Old Testament is not divided into parts I and II?	Kings	Numbers	Samuel	Chronicles	Numbers
Religion-Faith	There are 32 chapters in the Book of Proverbs.	True	False			False
Religion-Faith	Who was the first US President whose name appeared on the charter of a synagogue?	Millard Fillmore	George Washington	Franklin Pierce	John F. Kennedy	Franklin Pierce
Religion-Faith	Who was the  first Jew to serve as a  diplomat for the USA?	Harvey Lembeck	Mordechai Noah	Judah Benjamin	Noah Hershey	Mordechai Noah
Religion-Faith	Who was the first Jew to be offered a position on the US Supreme Court?	Benjamin Cardoza	August Belmont	Louis Brandeis	Judah Benjamin	Judah Benjamin
Religion-Faith	Who was the  first Jew to serve as US Minister to The Hague?	Judah Benjamin	August Belmont	John Hays	Henry Androwsky	August Belmont
Religion-Faith	What was the approximate Jewish population of the United States in 1790?	5200-5500	2500-2700	1300-1500	3950-4300	1300-1500
Religion-Faith	During the Revolutionary War many Jews volunteered to fight the British and there was even a Jew Company. Where were the members of this company  from?	Philadelphia, PA.	Boston, MA.	Charleston, S.C.	New York City, NY.	Charleston, S.C.
Religion-Faith	How many years did Golda Meir serve as President of Israel?	0	3	4	6	0
Religion-Faith	Who was the first President of Israel?	David ben -Gurion	Chaim Weizmann	Golda Meir	Mosahe Dayan	Chaim Weizmann
Religion-Faith	Who was famous for saying We will fight the War [WWII] as if there were no White Paper and the White paper as if there were no war.?	Menachem Begin	Moshe Dayan	Golda Meir	David Ben-Gurion	David Ben-Gurion
Religion-Faith	Which successful Israeli General lost an eye and was famous for wearing an eye patch?	Moshe Malone	Moshe ben-Aram	Moshe Sharrett	Moshe Dayan	Moshe Dayan
Religion-Faith	What does the term Chabad, as in Chabad Hasidism, mean?	Its the name of the place where this form of Hasidism began	Its the name of the first Chabad Rabbi.	It stands for wisdaom, understanding and knowledge.	It stands for healing the World.	It stands for wisdaom, understanding and knowledge.
Religion-Faith	This great American Army officer helped form the Israeli Army. He was responsible for organizing the army along modern lines and for leading the effort  to save Jerusalem in the 1948 war.	Moshe Dayan	Modechai Manual	Eddie Jacobson	Mickey Marcus	Mickey Marcus
Religion-Faith	What king of Babylon took over Jerusalem in the first chapter of the Book of Daniel?	Nebuchadnezzar	Jehoiakim	Darius	Belshazzar	Nebuchadnezzar
Religion-Faith	According to the Book of Daniel, upon his arrival in Babylon, what was Daniels name changed to?	Meshach	Belshazzar	Belteshazzar	Shadrach	Belteshazzar
Religion-Faith	What were the Hebrew names of Shadrach, Meshach and Abednego according to the Book of Daniel?	Hananiah, Michael and Amos	Hananiah, Mark and Amos	Hananiah, Michael and Abraham	Hananiah, Mishael and Azariah	Hananiah, Mishael and Azariah
Religion-Faith	In the second chapter of the Book of Daniel, what did King Nebuchadnezzar have a dream about?	A tree	A goat	A temple	A statue	A statue
Religion-Faith	In King Nebuchadnezzars dream from the second chapter of the Book of Daniel, what kingdom does the head of gold represent?	Roman Empire	Babylonian Empire	Medo-Persia Empire	Greek Empire	Babylonian Empire
Religion-Faith	What kingdom do the legs of iron represent in King Nebuchadnezzars dream in the second chapter of the Book of Daniel?	Roman Empire	Medo-Persian Empire	Greek Empire	Babylonian Empire	Roman Empire
Religion-Faith	In the Book of Daniel, in King Nebuchadnezzars dream, the Greek Empire was represented by the chest and arms of silver.	True	False			False
Religion-Faith	In the Book of Daniel, what would Shadrach, Meshach and Abednego not bow down to?	An image of gold	An image of silver	King Nebuchadnezzar	King Xerxes	An image of gold
Religion-Faith	Since they did not bow down, as King Nebuchadnezzar commanded, what happened to Shadrach, Meshach and Abednego in the Book of Daniel?	They were sent to the gallows.	They were thrown into a den of lions.	They were thrown into a fiery furnace.	They were stoned with rocks.	They were thrown into a fiery furnace.
Religion-Faith	Who was king of Babylon when Darius the Mede took over?	Nebuchadnezzar	Belshazzar	Belteshazzar	Xerxes	Belshazzar
Religion-Faith	In the Book of Daniel, what did King Darius decree would happen if anyone prayed to any god or person, except for him for a period of 30 days?	They would be beheaded.	They would be thrown into the lions den.	They would be stoned.	They would be thrown into a fiery furnace.	They would be thrown into the lions den.
Religion-Faith	What period was marked by the Great Jewish Revolt against the Roman Empire?	120-110 b.c.e.	250-223 b.c.e.	66-70	211-216	66-70
Religion-Faith	Who led the Jewish revolt against the Roman Empire in the period from 132 to 135?	The Savoraim	Judas Maccabee and his family	Bar Kochba and Rabbi Akiva	Eliezer Ben Ephraim	Bar Kochba and Rabbi Akiva
Religion-Faith	What does the number 613 refer to in Judaism?	The number of Israelites who went into Egypt to survive while famine plagued the Holy Land	The number of commandments in the Torah	The number of Israelites who left Egypt with Moses	The days in a Jewish lunar year	The number of commandments in the Torah
Religion-Faith	What distinction does Moses Alexander hold?	He was the first Jewish governor in the USA.	He was the first Jew to get an M.D. degree in the USA.	He was the first Jewish candidate for the American Presidency.	He was the first Jewish US Senator.	He was the first Jewish governor in the USA.
Religion-Faith	What distinction does Frank Wolf hold?	He was the first Jewish general in the US Army.	He was the first Jewish recipient of the Pulitzer Prize.	He was the first Jewish member of the House of Representatives.	He produced the first Yiddish play in then USA.	He produced the first Yiddish play in then USA.
Religion-Faith	What was the name of the first union for actors in the US?	The Screen Actors Guild	The Yiddish Actors Union	The Jewish Actors Guild	The Hebrew Actors Union	The Hebrew Actors Union
Religion-Faith	What did Rose and Morris Michtom create in 1902?	The Teddy Bear	The endoscope	The credit card	The vacuum tube	The Teddy Bear
Religion-Faith	What is Victor David Brenner remembered for?	He was the first Jewish mayor in the USA.	He painted the painting Washington Crossing the Delaware.	He was the first Jewish general in the US Army.	He made the portrait of Lincoln found on the US penny.	He made the portrait of Lincoln found on the US penny.
Religion-Faith	Which settlement is famous as the location of one of the most spectacular craters in Israel?	Kfar Yaackov	Mitzpeh Ramon	Kiryat Shemona	Acre	Mitzpeh Ramon
Religion-Faith	Which organization was founded by Rabbi Ben Frankel in 1923?	The Jewish National Fund	Hebrew Union College	The Hillel Foundation	Hadassah	The Hillel Foundation
Religion-Faith	The circled-U symbol found on the labels of certain products shows that the Union of Orthodox Congregations have found the food is kosher. What was the first food product to have this symbol?	Breakstones sour cream	Heinz ketchup	Manischewitz matzot	Empire chicken	Heinz ketchup
Religion-Faith	Which Israeli city is a sister city of New York City?	Haifa	Netanya	Tel Aviv	Jerusalem	Tel Aviv
Religion-Faith	Can an egg laid on a holy day (a Yom Tov) be eaten?	Definitely no	Rabbi Hillel says no, but Rabbi Shammai says yes.	Definitely yes	Rabbi Hillel says yes, but Rabbi Shammai says no.	Rabbi Hillel says no, but Rabbi Shammai says yes.
Religion-Faith	An Israeli has invented a gun that can shoot around corners.	False	True			True
Religion-Faith	This Jewish woman is often considered the First Lady in Television  News.	Hannah Senesh	Barbara Walters	Dorothy Fuldheim	Glickl von Hamelin	Dorothy Fuldheim
Religion-Faith	This man and his partner, Mort Shuman, wrote almost 1,500 songs. His writings include: Viva Las Vegas, Prisoner of Love, Sweets for My Sweets, This Magic Moment, and Suspicion.	Alex Bernstein	Davis Fuldheim	Brian Epstein	Doc Pomus	Doc Pomus
Religion-Faith	What is strange about the edible vegetable Salicornia, which Israel exports to Europe?	It can only be eaten cooked.	The plant is 100% edible.	It is completely salt-free.	The vegetable is also used in glass-making.	The vegetable is also used in glass-making.
Religion-Faith	What city is called The capital of the Negev (desert)?	Beer Sheva	Netanya	Haifa	Jaffa	Beer Sheva
Religion-Faith	Who is Gal Friedman?	He was the first Israeli UN Ambassador.	She was Israels first Ambassador to the USA.	He was the first Israeli to win an Olympic gold medal.	She was the first Israeli to win a Nobel Prize.	He was the first Israeli to win an Olympic gold medal.
Religion-Faith	This Israeli city, which features many beautiful beaches and beautiful seashore views, is also the site of the first IKEA in Israel.	Jaffa	Netanya	Hadera	Kiryat Shemona	Netanya
Religion-Faith	You can go snow skiing in the area of which Israeli mountain?	Mt. Nebo	Mt. Hermon	Mt. Carmel	Mt. Sinai	Mt. Hermon
Religion-Faith	The Knesset is the Israeli parliament. In the Knesset building there is a tapestry by this famous artist.	Ginsberg	Willensky	Picasso	Chagal	Chagal
Religion-Faith	This great proponent for peace and understanding, who was Mayor of Jerusalem for 28 years, died in January , 2007.	Moshe Tellek	Teddy Kollek	Ariel Sharon	Illiyon Golan	Teddy Kollek
Religion-Faith	Which of these holidays does not have a fast associated with it?	Sukkot	Tisha BAv	Purim	Passover	Sukkot
Religion-Faith	Who was Ilon Ramon?	The first Israeli astronaut	The first Israeli to win the Nobel Prize in Literature	The first Israeli tomplay in the NBA.	The first Israeli Ambassador to Egypt since Moses	The first Israeli astronaut
Religion-Faith	What did these six people have in common: Roderigo De Trianna, Luis De Torres, Maestre Bernal, Alfonso De La Calle, Marco the Surgeon, and Roderigo Sanchez De Segovia?	They were the first Jews to be killed by the Spanish Inquisition.	They were the only Jews, or Muslims, who were allowed to remain in Spain after the Expulsion Notice of 1492 in order to attend to the health of King Ferdinand First.	They all sailed with Columbus.	They were Marranos who feigned to disavow Judaism so they could remain in Spain after the Expulsion Notice of 1492.	They all sailed with Columbus.
Religion-Faith	Jewish women often wear a piece of jewelry with the shape of human hand and sometimes writings on it. What is it called?	TziTzit	Hamsa	Aron	Mezzuzah	Hamsa
Religion-Faith	In Jewish traditions, what is the ceremony for the naming of a female baby on the evening of her fifth day?	Sarahs Ceremony	The Confirmation	Pinyin Ha-ben	The Eve of the Sixth	The Eve of the Sixth
Religion-Faith	During Jewish wedding ceremonies, the bride and groom stay under a canopy. What is this canopy called?	Chutzpah	Chanukia	Tallit katan	Chupah	Chupah
Religion-Faith	The word Channukah, which refers to a Jewish tradition, means what in Hebrew?	Dedication	Celebration	Winter	Pilgrimage	Dedication
Religion-Faith	What meals are typically eaten during the celebrations of the Channukah holiday?	Potato pancakes and flat bread	Potato pancakes and jelly doughnuts	Boiled chicken and dumplings	Jelly doughnuts and flat bread	Potato pancakes and jelly doughnuts
Religion-Faith	What is the traditional food for Shavuot, a major festival in Judaism?	Boiled chicken	Fish	Potato dishes	Dairy products	Dairy products
Religion-Faith	Which line contains the correct names of the three Pilgrimage Festivals in Judaism?	Passover, Channukah, and Shavuot	Rosh Hashannah, Yom Kippur, and Channukah	Rosh Hashannah, Yom Kippur, and Sukkot	Sukkot, Passover, and Shavuot	Sukkot, Passover, and Shavuot
Religion-Faith	Which line represents the correct beginning of the Shema prayer?	Hear, O Israel! Bless the Lord who gave us the Torah!	Hear, O Israel! The Lord is our God! The Lord is One!	Blessed be the name of the glory of His kingdom!	Blessed be the name of the Lord who made our bread!	Hear, O Israel! The Lord is our God! The Lord is One!
Religion-Faith	Which of these people do Jews consider to be their historical religious Patriarchs?	Abraham, Moses, and David	Abraham, Issac, and Jacob	Abraham, Moses, and Solomon	Moses, David, and Solomon	Abraham, Issac, and Jacob
