Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Television	On South Park, what role is played by Mrs. Crabtree?	Principal	School Nurse	School Bus Driver	Lunchroom Lady	School Bus Driver
Television	What is Cartmans pigs name on  South Park?	Bacon Bits	Rover	Fluffy	Piggy	Fluffy
Television	What country do the people of TVs South Park hate?	Canada	Germany	Russia	China	Canada
Television	Who is Cartmans father on TV animated series South Park?	Cartman doesnt have a father	His mother	Mr. Garrison	Chef	His mother
Television	John Kricfalusi, creator of The Ren  Stimpy Show, once claimed that one of the 4 main South Park characters were stolen from his work.	True	False			False
Television	What year and network did South Park make its debut on?	1999 -- MTV	1997 -- Comedy Central	1996 -- MTV	1998 -- Comedy Network	1997 -- Comedy Central
Television	Which character on Friends was not related to Ross web of the past?	Phoebe	Rachel	Chandler	Joey	Joey
Television	How was the father of Rachels child revealed to the characters on the sitcom Friends?	Rachel told them his name.	Ross revealed he was the father.	None of these	Ross claimed the red sweater as his.	Ross claimed the red sweater as his.
Television	Ross and Rachel get together at the end of the TV show Friends.	True	False			True
Television	Is it true that at the end of the show Friends, Monica and Chandler get two babies.	No	Yes			Yes
Television	Which Friends character has Ross NOT kissed?	Joey	Phoebe	Monica	Chandler	Chandler
Television	What year did the sitcom Welcome Back, Kotter make its television debut?	1975	1974	1973	1976	1975
Television	What was the name of the assistant principal on the TV show Welcome Back, Kotter?	Mr. Woodman	Mr.Giles	Mr. Lincoln	Mr. Lewis	Mr. Woodman
Television	This actor, who portrayed Freddie Boom Boom on the show  Welcome Back, Kotter starred  in the 1975 movie Cooley High.	Ron Palillo	Dennis Bowen	Robert Hegyes	Lawrence Hilton-Jacobs	Lawrence Hilton-Jacobs
Television	Did John Travolta star on the show Welcome Back, Kotter?	Yes	No			Yes
Television	In the TV series Welcome Back, Kotter, the wise-cracking teacher Mr. Kotter worked in which high school?	James Buchanan	James Madison	James K. Polk	Grover Cleveland	James Buchanan
Television	Ron Palillo played the nerdy Sweathog Arnold on the sitcom Welcome Back, Kotter.  What was the characters last name?	Epstein	Horshack	Borstack	Morstock	Horshack
Television	What was Mr. Kotters first name on the show Welcome Back Kotter?	Gene	Gabe	Bill	Marvin	Gabe
Television	On the show Welcome Back, Kotter, Kotters wife Julie gave birth to twin girls during the end of the 1976-1977 season. What were their names?	Susan and Francis	Rachel and Robin	Joey and Jessica	Billie and Marcia	Rachel and Robin
Television	The ABC show Welcome Back, Kotter was set in what part of Brooklyn, New York?	Bensonhurst	Dyker Heights	Canarsie	Flatbush	Bensonhurst
Television	This musician, best known as a founder of The Lovin Spoonful, performed the theme song of  Welcome Back, Kotter.	Peter Frampton	John Sebastian	Mick Jagger	Rod Stewart	John Sebastian
Television	What year did the popular television show Family Matters first hit the airwaves?	1993	1990	1995	1989	1989
Television	Where did the Winslows live on the popular television show Family Matters?	Philadelphia	Los Angeles	Chicago	New York	Chicago
Television	What was Carl Winslows profession on the sitcom Family Matters?	Stock Broker	Security Officer	Manager of a department store	Police Officer	Police Officer
Television	How many children did the Winslow family have in the TV series Family Matters?	2	4	1	3	3
Television	What was the name of Eddie Winslows best friend on the popular television show Family Matters?	Cockroach	Waldo	Buddy	Boner	Waldo
Television	Family Matters was a spin-off from the hit 80s television show Perfect Strangers?	True	False			True
Television	What was the name of the debonair boy that Steve created in Family Matters in order to get Laura to like him?	Stefan Urquelle	Stefan Armstrong	Joe Patterson	Steve Dogg	Stefan Urquelle
Television	In the TV series Family Matters, Steve and the Winslow family flew to Paris on which of Steves inventions?	The Urk - Pad	Steves Saucer	Urkels Jet	The Fun Balloon	The Urk - Pad
Television	What year did the popular television show Family Matters leave the airwaves?	1999	2000	1996	1998	1998
Television	How many episodes of the show Friends are there altogether from its start on September 22, 1994, to the last episode on May 6, 2004?	305	199	278	236	236
Television	Which of these is not one of the numerous songs Phoebe wrote throughout the ten seasons of Friends?	Little Black Curly Hair	Smelly Car	The 66 Colours of My Bedroom	Double-jointed Boy	Smelly Car
Television	What is the name of the nanny  Rachels had as a child In the popular sitcom Friends?	Mrs. Maples	Miss Krupp	Miss May	Mrs. K	Mrs. K
Television	In one of the episodes of Friends, how many cookies must Ross sell, so that Sarah can go to space camp? Shes already sold 75.	319	287	400	100	400
Television	In an episode of Friends, we learn that when Ross was 4 years old, he made his father cry by doing what?	He washed his Porsche with rocks.	He drove the Porsche out of the garage and crashed it.	He told him he didnt love him.	He cut up his favourite suit.	He washed his Porsche with rocks.
Television	There comes a point in Friends where Chandler is desperately trying to break up with his girlfriend Janice. What address does Chandler tell Janice to write to when he tells her he was going away?	He didnt give her an address	19 Yemen Ave, Yemen Town	The Grand Hotel of Yemen, Rm5, Yemen	15 Yemen Road, Yemen	15 Yemen Road, Yemen
Television	In season five of Friends, where are the friends going, when Phoebe goes into labour with the triplets?	Central Park	Vermont	Central Perk	Atlantic City	Atlantic City
Television	Who was the first to propose to Phoebe in Season 9 of  Friends?	David	Duncan	Gary	Mike	Mike
Television	In the popular sitcom Friends, Phoebes half brother Frank likes doing what?	Cooking stuff	Burning stuff	Making stuff	Melting stuff	Melting stuff
Television	Several of the Seinfeld plots hatched in the booth of which restaurant often frequented by Jerry, George, Elaine and Kramer?	Tonys Place	Marios	Monks Cafe	Jims Eats	Monks Cafe
Television	Fred Flintstone and Barney Rubble of The Flintstones were members of what club?	Twinkle Toe Tappers	Loyal Order of Water Buffaloes Lodge	The Sabertooth Tigers	Caveman Coven	Loyal Order of Water Buffaloes Lodge
Television	Archie Bunker, a character on All in the Family would frequent this local bar, which he later bought and renamed Archie Bunkers Place.	Kelcys Bar	Tommys Place	The White Room	Murrays Bar	Kelcys Bar
Television	On the animated sitcom Family Guy, Peter Griffin and his buddies can be found at which bar?	The Octopus Lounge	The Drunken Muscle	The Breaded Clam	The Drunken Clam	The Drunken Clam
Television	The FYI team on Murphy Brown often had lunch at this bar.	Arties	Joes	Sams	Phils	Phils
Television	The surgeon of M*A*S*H could be found drinking at this establishment close to the camp.	Hot Lips Lounge	Swiftys Bar	Sues Place	Rosies Bar	Rosies Bar
Television	Ursula, an extremely forgetful waitress on Mad About You worked at what bar?	Ralphs	Riffs	Rodneys	Rogers	Riffs
Television	What is the name of the local restaurant where the characters on Threes Company meet for a few drinks?	Furleys	The Regal Beagle	The Legal Eagle	Chrissys Bar	The Regal Beagle
Television	The main characters from Friends go to chat at which fictional coffee shop?	Central Perk	New York Times	Coffee House	Hot Coco	Central Perk
Television	What was the favorite after-school hangout for the students in Happy Days?	Arnolds	Harolds	Pats	Chips	Arnolds
Television	On Taxi, the taxi drivers for The Sunshine Cab Company frequented which bar?	Regers	Dannys	Jims Marios	Louies	Jims Marios
Television	What year did the show The Partridge Family make its debut on television?	1974	1975	1970	1971	1970
Television	Who played the mother Shirley partridge on the 70s television show, The Partridge Family?	Shirley Jones	Shirley Booth	Marion Ross	Shirley Johns	Shirley Jones
Television	What was the name of the manager of the Partridge family on the self-titled 70s hit television show?	Andy Milonakis	Ricky Moore	Reuben Kinkaid	Reuben Cartwright	Reuben Kinkaid
Television	The sitcom The Partridge Family was loosely based on the real life story of which popular recording band?	The DeFranco Family	The Cowsills	The Osmonds	The Jackson 5	The Cowsills
Television	Shirley Jones and David Cassidy were the only band members who actually sang on the TV series, The Partridge Family.	True	False			True
Television	What was the name of the Partridges dog on the show The Partridge Family?	Simone	Woodstock	Peace	Nina	Simone
Television	Which actor played the role of Chris Partridge from 1970 to 1971, on the show The Partridge Family?	Danny Bonaduce	Jeremy Gelbwaks	Brian Forster	Ricky Segall	Jeremy Gelbwaks
Television	This L.A. Law star played Laurie Partridge, a character from the hit show The Partridge Family .	Susan Pesklevitz	Maureen McCormick	Susan Dey	Suzanne Crough	Susan Dey
Television	What year did the popular show The Partridge Family go off of the airwaves?	1977	1974	1979	1972	1974
Television	How did the Partridge Family, from the self-titled show, travel around from city to city to perform their concerts?	School Bus	Motorcycles	Boat	Airplane	School Bus
Television	In the  American television sitcom Full House, who was Pam Tanner?	Dannys wife and Jesses sister	Dannys wife and Joeys sister	Jesses wife and Dannys sister	Joeys wife and Dannys sister	Dannys wife and Jesses sister
Television	In the sitcom Full House, Pams death occurred in the middle of the first season.	False	True			False
Television	In Full House, we could see Pam Tanner only once in a home video that Danny recorded the day when Michelle was brought home from the hospital.	False	True			True
Television	Jesse, a character on the Sitcom Full House was introduced by what last name in the first season of the series?	Gladstone	Cochran	Tanner	Gibler	Cochran
Television	In Full House, initially D.J.s boyfriend was referred to as Steve Peters. Later on in the series, his name was changed into what?	Steve Tanner	Steve Russell	Steve Lawless	Steve Hale	Steve Hale
Television	In the popular American television sitcom Full House, who was the best friend of the eldest daughter D.J.?	Kathey Gibbler	Kathey Santony	Kimmy Santony	Kimmy Gibbler	Kimmy Gibbler
Television	Who were Michelles first best friends in the Full House series?	Nikki and Alex	Teddy and Denise	Teddy and Nikki	Denise and Alex	Teddy and Denise
Television	In the sitcom Full House, Stephanie had many different friends since kindergarten, but she never had a really  good friend until she met whom in DiMaggio Junior High?	Jerrica	Gina	Jennifer	Gia	Gia
Television	In the pilot episode of Full House, where did D.J. move to when Jesse moved in and she was obliged to share a room with Stephanie?	In Dannys room	In a tent	In the attic	In the garage	In the garage
Television	In season 1 of Full House, the youngest of the Tanner girls, Michelle, addressed her first words, dada to whom?	Joey	Danny	Jesse and Joey	Jesse	Jesse and Joey
Television	In an episode of the Full House series, when Jesse, Joey, and Stephanie caught the chicken pox, who stayed home to look after Michelle so she wouldnt get it?	Steve	Danny	Kimmy	D.J.	D.J.
Television	On Full House, once D.J. wanted badly to have an autograph from her favourite singer and pretended to be sick in order to skip school and get it. Who was that singer?	Stacys Mom	Stacy Q	Susie Q	Jo De	Stacy Q
Television	In the sitcom Full House, this actor played Steve, D.J.s cousin, but was the actress brother in real life.	Bobby Cameron	Kirk Cameron	Billy Cameron	Jason Cameron	Kirk Cameron
Television	In the sitcom Full House, when Jesse went skiing with his friends and Danny told  D.J. and Stephanie that he had left and would probably not return, they became very sad. What plan did they make up to get him back?	To call him and tell him Danny was dying	To call him and announce Danny was getting married	To call him and tell him that Machelle was sick	To call him and beg him to come back	To call him and tell him that Machelle was sick
Television	What song was played in the Full House series, after Jesse got a phone call from the girls while he was gone skiing?	Will You Still Love Me Tomorrow	Stop In the Name of Love	Baby Love	Please Forgive Me	Baby Love
Television	In the sitcom Full House, Stephanie loved one of her toys best. What was its name?	Mr. Rabbit	Mr. Bell	Mr. Bear	Mr. Dog	Mr. Bear
Television	In the Full House series it was revealed that Jesses first name was actually what?	Guthery	Homer	Hermes	Archie	Hermes
Television	On the TV show Full House, Stavros was what kind of relative to Jesse?	His uncle	His father	His brother	His cousin	His cousin
Television	What was Jesses popular catchphrase on the show Full House?	Have Mercy!	Cut.. it.. out!	How rude!	You got it dude!	Have Mercy!
Television	What was Dannys middle name on the show Full House?	Gurtrued	Audrey	Ernest	Gretchen	Ernest
Television	What was Joeys catchphrase on the show Full House?	You got it dude!	How rude!	Have mercy!	Cut it out!	Cut it out!
Television	What was D.J.s full first name on the sitcom Full House?	Donna Jane	Diana Jo	Diana Jane	Donna Jo	Donna Jo
Television	What was Stephanies catchphrase on the show Full House?	You’re in big trouble, Mister!	Cut it out!	How rude!	Have mercy!	How rude!
Television	What was Michelles catchphrase in Full House series?	You got it dude!	Have mercy!	Cut it out!	How rude!	You got it dude!
Television	On the show Full House Jesse gave Michelle what nickname?	Little princess	Munchkin	Pumkin	Squirt Jr.	Munchkin
Television	What was the name of Jesses wife on Full House?	Kimberly	Victoria	Rebecca	Janet	Rebecca
Television	What were the names of Jesses identical twin sons on the sitcom Full House?	Nicky and Andrew	Nicky and Alex	Andrew and Alex	Nelson and Alex	Nicky and Alex
Television	What song did Jesse, a character from Full House, sing to his wife at their wedding?	Forever	I Am Yours	I Honestly Love You	Still Loving You	Forever
Television	What did Jesse do on his wedding day, in season 4 of Full House?	Went paragliding	Ran away from the church and got on a plane for Africa	Ran away and went skiing	Jumpped out of a plane	Jumpped out of a plane
Television	What did Jesse ask Joey to do if he didnt come back alive on his wedding day?	He told him to marry Becky.	He told him to find Becky a new husband.	He told him to tell Becky he will be at the wedding.	He told him to tell every one what he had done.	He told him to marry Becky.
Television	In what town did Jesse turn out to be just half an hour before the beginning of his wedding in the sitcom Full House?	Pickle Country	Watermelon Country	Tomato Country	Orange Country	Tomato Country
Television	On the TV show The Love Boat, Burl Gopher Smith was a dimwitted crew member aboard the Pacific Princess. What exactly was his job?	bartender	cruise director	yeoman purser	medical doctor	yeoman purser
Television	Slow and forgetful, but always very likable, Coach Ernie Pantusso provided lots of laughs on the show Cheers for its first three seasons. Which of the following actors played The Coach?	John Ratzenberger	Nicholas Colasanto	George Wendt	Woody Harrelson	Nicholas Colasanto
Television	This plump, pink, friendly character is SpongeBobs best friend in the TV cartoon series SpongeBob SquarePants.	Plankton	Mr.T	Patrick Star	Squidward	Patrick Star
Television	These twins in the animated TV series, Rugrats enjoy playing in mud and eating worms and insects.	Lil and Phil	Tommy and Chuckie	Tommy and Angelica	Phil and Dil	Lil and Phil
Television	In the animated series Rugrats, Chuckie Finster is afraid of Santa Claus, clowns, and the guy on the oatmeal box.	True	False			True
Television	Is it true that in the animated series Rugrats, Tommy Pickles and the evil-minded Angelica are cousins?	No	Yes			Yes
Television	In the animated TV series, The Simpsons, Bart is how many years older than his sister Lisa?	4	1	2	9	2
Television	What is the job of Homer Simpson, the overweight and lazy character in the animated TV series The Simpsons?	lawyer	high school teacher	football coach	safety inspector	safety inspector
Television	What is the name of SpongeBobs pet snail in the animated TV series SpongeBob SquarePants?	Gary	Jarry	Yoshi	Larry	Gary
Television	Is it true that in Lisas First Word, an episode from The Simpsons, Maggie speaks for the first time?	No	Yes			Yes
Television	What is the favourite TV show of SpongeBob, the main character in the animated series, SpongeBob SquarePants?	Patrick and Sandy	Mermaiddude and Barnacleman	Squidward and Mr.Crabbs	Mermaidman and Barnacleboy	Mermaidman and Barnacleboy
Television	What year did the sitcom I Dream of Jeannie premiere?	1964	1966	1963	1965	1965
Television	Which popular screenwriter and novelist  created the TV series I Dream of Jeannie?	William Asher	Barbara Eden	Sidney Sheldon	Mel Brooks	Sidney Sheldon
Television	What town does Major Anthony Nelson live in on the I Dream of Jeannie TV series?	Miami, Florida	Tampa, Florida	Cocoa Beach, Florida	Key West, Florida	Cocoa Beach, Florida
Television	What part of Jeannies anatomy didnt the censors allow to be shown in the TV series I Dream of Jeannie?	Underarms	Navel	Ear lobes	Knees	Navel
Television	Who portrayed Major Roger Healey, Major Nelsons best friend on the popular sitcom I Dream of Jeannie?	Bill Daily	Barton MacLane	Hayden Rorke	Larry Hagman	Bill Daily
Television	When was Jeannie, one of the central characters on I Dream of Jeannie, born?	April 1, 64 B.C.	Genies are not born	The year Anthony Nelson opened her bottle	1964	April 1, 64 B.C.
Television	In the TV series I Dream of Jeannie, what language does Jeannie speak when Captain Nelson releases her from the bottle?	Greek	Persian	Mayan	Spanish	Persian
Television	What year did the show I Dream of Jeannie go off the air?	1973	1971	1972	1970	1970
Television	What was Andy Taylors occupation on The Andy Griffith Show?	Dentist	Deputy	Sheriff	Lawyer	Sheriff
Television	Who lived with Andy and his son Opie on The Andy Griffith Show?	Andys wife and Opies Mom	Aunt Bee	No one	Barney	Aunt Bee
Television	Which character on The Andy Griffith Show was always in competition with Aunt Bee?	None of these	Thelma Lou	Helen Crump	Clara Edwards	Clara Edwards
Television	On the Andy Griffith Show, Opie usually got the lowest grades in what subject?	Social Studies	Biology	English	Math	Math
Television	What branch of the service did Gomer Pyle join on The Andy Griffith Show?	Marines	Navy	Army	Air Force	Marines
Television	In one episode of The Andy Griffith Show, Andy had three dinners, all consisting of lasagna.	True	False			False
Television	On The Andy Griffith Show, Barney and Thelma Lou always ate caramel popcorn and watched Gunsmoke on Thursday nights.	False	True			False
Television	The little boy, Leon, who appeared in some episodes of The Andy Griffith Show, always offered everyone a bite of his tuna fish sandwich.	False	True			False
Television	The first name of the barber on The Andy Griffith Show was Floyd.	False	True			True
Television	Who was Fred and Barneys boss in the popular animated series The Flintstones?	Mr. Slate	Mr. Quartz	Mr. Rockhead	Mr. Granite	Mr. Slate
Television	The cartoon Top Cat was considered too mature for Saturday mornings, so it was moved to prime time like The Flintstones.	False	True			True
Television	Which Hanna-Barbera cartoon featured a boy parachuting from a crashing plane and saved by a caveman?	Mighty Mightor	Dino-Boy in the Lost Valley	Land of the Lizards	One Million Years Ago	Dino-Boy in the Lost Valley
Television	Which of the following cartoons was not created by Hanna-Barbera?	Huckleberry Hound	Yogi Bear	Moby Dick	Popeye	Popeye
Television	In the animated series The Flintstones, Fred and Barney were members of  what lodge organization?	Society of Grand Poobahs	Order of Water Buffaloes	Saber-Tooth Tiger Society	Fraternal Order of Teradactyls	Order of Water Buffaloes
Television	What fixture of Als diner and eventually Arnolds did The Fonz like to hang around by in the Happy Days series?	His personal booth	The front door	The bar	The jukebox	The jukebox
Television	What area of Als Diner did the Fonz refer to as my office in the hit sitcom Happy Days?	The mens room	His personal booth	The kitchen	The parking lot	The mens room
Television	Originally The Fonz from Happy Days was going to be called Mash.	False	True			True
Television	What was The Fonz most prized possession on the face of the Earth in Happy Days?	His nickname	His motorcycle	His hair	His home	His motorcycle
Television	The Happy Days character Fonz had his own cartoon.	False	True			True
Television	What did The Fonz do for a living according to the Happy Days sitcom?	He was a stunt driver.	He was unemployed.	He was a mechanic.	He was a motorcycle salesman.	He was a mechanic.
Television	Henry Winkler always wore a real leather jacket on camera while Happy Days was filming.	False	True			False
Television	In one episode of Happy Days, The Fonz jumped over something while water skiing. That episode led to a popular term for a show that has began its decline or hit rock bottom. What was the thing the The Fonz jumped?	A shark	Richie Cunningham	A group of swimmers	A boat	A shark
Television	What year did the TV series The Love Boat  first hit the airwaves?	1980	1983	1972	1977	1977
Television	What was Captain Stubings first name on the hit television show The Love Boat ?	Reuben	Sidney	Monty	Merrill	Merrill
Television	What was the name of the group of eight dancers on the hit television show The Love Boat?	Ocho Bonita	The Love Boat Mermaids	Hot Ladies	Eight is Great	The Love Boat Mermaids
Television	Desperate Housewives actress Teri Hatcher was a cast member of The Love Boat.	False	True			True
Television	What was the name of the cruise ship on the hit television show The Love Boat?	Zsa Zsas Princess	The Pacific Princess	Stubings Boat	Little Vicki	The Pacific Princess
Television	In the TV series The Love Boat, Cruise Director Julie McCoy was played by what actress?	Ann Jillian	Lauren Tewes	Elke Sommer	Jill Whelan	Lauren Tewes
Television	What was Isaacs profession on the sitcom The Love Boat?	Lifeguard	Bartender	Waiter	Card dealer in the casino	Bartender
Television	What actor portrayed Dr. Adam Bricker in the TV show The Love Boat?	John Ritter	Arthur Fonzarelli	Bernie Kopell	Ted Knight	Bernie Kopell
Television	Did Ted McGinley play a photographer on the hit television show The Love Boat ?	True	False			True
Television	What year did the long-running television show The Love Boat end its original run on the airwaves?	1980	1983	1986	1999	1986
Television	I say What you talkin bout Willis you say _________.	Silver Spoon	Diffrent Strokes	Benson	The Facts of Life	Diffrent Strokes
Television	I say come here KITT car, you say ______.	Magnum P.I.	Knight Rider	Starsky and Hutch	The A-Team	Knight Rider
Television	I say Who was that masked man?, you say ________.	The Dukes of Hazzard	The Greatest American Hero	The Lone Ranger	Six Million Dollar Man	The Lone Ranger
Television	I say I pity the fool, you say _______.	Hardcastle and McCormick	Magnum P.I.	The A-Team	Kojak	The A-Team
Television	I say Cliff and Norm, you say __________.	My Two Dads	Perfect Strangers	Cheers	Bosom Buddies	Cheers
Television	I say Alan Thicke and Kirk Cameron, you say _________.	My Two Dads	Full House	Mad About You	Growing Pains	Growing Pains
Television	I say Screech, you say _______.	Doogie Howser, M.D.	Facts of Life	Saved by the Bell	Roseanne	Saved by the Bell
Television	I say Rock around the Clock, you say ________.	Happy Days	Samford and Son	Good Times	Welcome back Kotter	Happy Days
Television	What year did the hit television show Alice first hit the airwaves?	1968	1975	1979	1976	1976
Television	On the hit show Alice, there was a waitress named Flo who was famous for what catchphrase?	Shut up!	Kiss my butt!	Sit on it!	Kiss my grits!	Kiss my grits!
Television	What was the name of the diner at which Alice Hyatt worked in the 70s television show Alice?	Alices Tasty Treats	Mels Diner	The Red Wagon	Cactus Jacks	Mels Diner
Television	Which movie inspired the idea for the hit television show Alice?	Alice in Wonderland	Carrie	Alice Doesnt Live Here Anymore	The Boy in The Plastic Bubble	Alice Doesnt Live Here Anymore
Television	The popular 70s show Alice is set in which city?	Texas	New York	Phoenix, Arizona	New Jersey	Phoenix, Arizona
Television	Philip McKeon, who plays Tommy Hyatt on the hit television show Alice, is related to Nancy McKeon, a cast member of  The Facts of Life?	True	False			True
Television	What veteran actress played Mel Sharples mother on the sitcom Alice?	Carol Channing	Lucille Ball	Phyllis Diller	Martha Raye	Martha Raye
Television	What was the name of the clumsy waitress, played by Beth Howland, on the television show Alice?	Belle	Meredith	Vera	Jolene	Vera
Television	Who sang Theres a New Girl in Town, the theme song of the popular 70s television show Alice?	Linda Lavin	Carole King	Carly Simon	Melissa Manchester	Linda Lavin
Television	What year did the popular 70s show Alice finally leave the airwaves?	1986	1989	1981	1985	1985
Television	In what city do the Charmed ones live on the TV show by the same name?	Chicago, IL	San Francisco, CA	Los Angeles, CA	New York City, NY	San Francisco, CA
Television	Which sister has died by a dart poisoning on the TV show Charmed?	Phoebe	Prue	Piper	Paige	Piper
Television	In the 1st episode of Charmed, which sister was afraid to go into a church?	Prue	Phoebe	Paige	Piper	Piper
Television	In the TV show Charmed, which sister dated a demon?	All of these	Paige	Piper	Phoebe	All of these
Television	On Charmed, which sister has the ability to ORB?	Phoebe	Paige	Piper	Prue	Paige
Television	On Charmed, which sister first discovered that the sisters were the charmed ones?	Piper	Phoebe	Prue	Paige	Phoebe
Television	Which of the Charmed sisters was married in a dark wedding?	Piper	Prue	Phoebe	Paige	Phoebe
Television	The television series M*A*S*H were originally aired on the CBS network from September 1972 until February 1983 how many days of the week?	4	5	7	2	5
Television	Which of the following actors did not make a guest appearance on the TV show M*A*S*H?	Laurence Fishburne	John Travolta	Andrew Dice Clay	Ron Howard	John Travolta
Television	Episode 15 of season 1 of the TV series M*A*S*H was titled Tuttle. Hawkeye and Trapper made up the character of Captain Tuttle so that they could give supplies to the orphanage. They ended up giving all his back pay to the orphanage as well. What were Captain Tuttles first name and middle initial?	Samuel J.	Jonathan S.	Benedict T.	Jehosephat Y.	Jonathan S.
Television	What is the name the short-lived TV show, an extract of which you can hear in the audio hint?	Streets of San Fransisco	Police Squad	The Rookies	S.W.A.T.	S.W.A.T.
Television	Name this popular comedy that began its 5-year run in 1978.	WKRJ in Cincinnati	WKRP in Cincinnati	WMRP in Cincinnati	WJRP in Cincinnati	WKRP in Cincinnati
Television	The main character in this show whose theme you will hear lived and worked out of his ranch home.	False	True			False
Television	What is the name of this popular 70s TV show you will hear and extract from?	The Six Billion Dollar Man	The Bionic Man	The Six Million Dollar Man	None of These	The Six Million Dollar Man
Television	What is the name of this TV show that remained short-lived due to tragic circumstances?	Kojak	Sanford and Son	Chico and the Man	One Day at a Time	Chico and the Man
Television	A cast member from this show had a #1 Billboard Music single.	False	True			True
Television	What year did the show I Dream Of Jeannie first hit the airwaves?	1972	1970	1965	1966	1965
Television	How old is Jeannie on the hit television show I Dream Of Jeannie ?	1,400 years old	2,000 years old	26 years old	150 years old	2,000 years old
Television	In season 1 of I Dream Of Jeannie, Major Nelson was engaged to General Stones daughter. What was her first name?	Diane	Susan	Barbara	Melissa	Melissa
Television	What was the name of the base psychiatrist on the show I Dream of Jeannie, portrayed by actor Hayden Rorke?	Kildare	Zhivago	Bellows	Doolittle	Bellows
Television	What was the name of Major Nelsons best friend on the hit television show I Dream Of Jeannie?	Major Tom Wilcox	Captain Williams	Major Roger Healey	Major Tom	Major Roger Healey
Television	On the hit television show I Dream Of Jeannie, Jeannie was not allowed to show what part of her body?	Buttocks	Breasts	Navel	Legs	Navel
Television	Did Major Anthony Nelson and Jeannie ever get married on the hit television show  I Dream Of Jeannie ?	Yes	No			Yes
Television	What did Jeannie call Major Anthony Nelson on the popular sitcom I Dream Of Jeannie ?	Ol Great One	Master	Tony	Antney	Master
Television	What  General replaced General Stone after the 1966 season of the famous television show I Dream Of Jeannie?	General Lee	General Mac Arthur	General Thomkins	General Peterson	General Peterson
Television	What year did the hit television show I Dream Of Jeannie leave the airwaves?	1975	1969	1974	1970	1970
Television	In a Brady Bunch episode, Bobby lies to his friends telling them that a certain professional football player is dropping by for dinner with the Bradys.  Bobbys friends are looking forward to meeting the NFL star because he is playing an exhibition game in town the next week.  Who was this famous guest star ?	Deacon Jones	Don Drysdale	Bubba Smith	Joe Namath	Joe Namath
Television	In an episode of The Brady Bunch, Greg appears to be sick.  Alice discovers a love note he wrote to a mysterious girl named Linda.  Mike and Carol attempt to resolve the problem by trying to find out who Linda is.  Linda is actually Gregs math teacher.  She has a famous boyfriend who is a major league baseball player.  Who is the famous guest star in this episode?	Tony Cacciolo	Don Drysdale	Tom Seaver	Wes Parker	Wes Parker
Television	Marcia from The Brady Bunch is president of a fan club at school.  She  promises to get a certain famous singer to appear at the prom, but she doesnt even know how to get in touch with him. Who is this famous singer that Marcia wants to get to perform at her prom?	Davy Jones	Desi Arnaz Jr.	Mickey Dolenz	Mike Nesmith	Davy Jones
Television	Marcias diary, in which she has confided her deep feelings for this famous person, is accidentally given away by her sister Cindy in an episode of The Brady Bunch.  She is so mad at Cindy she stops talking to her.  Mike and Carol begin searching the towns used book stores for the diary.  What famous person finds her diary and brings it to the Brady residence?	Davey Jones	Desi Arnaz, Jr.	Buzz Aldrin	Alan Shepherd	Desi Arnaz, Jr.
Television	Peter is being harassed by his football team for joining the glee club.  A professional football player shows up at practice and tells Peters teammates that he also used to be part of a glee club when he was younger.  Which famous football player appeared on The Brady Bunch?	Deacon Jones	Rosie Greer	Mean Joe Green	Bubba Smith	Deacon Jones
Television	The Brady Bunch family is in Hawaii. The boys find a tiki idol and have to return it to a cave. When arriving at the cave, they get held hostage by an archaeologist who thinks that the Brady boys are up to no good. What famous person plays the part of the archaeologist?	Vincent Price	Jackie Coogan	Hal Smith	Jeff Rotull	Vincent Price
Television	What year did Nickelodeons Drake And Josh first hit the airwaves?	2001	2002	1999	2004	2004
Television	Drake And Josh is a spin-off of Nickelodeons The Amanda Show?	False	True			True
Television	What is the name of Drake Bells band in real life?	The Wolverines	The Teenagers	24/7	D and J	24/7
Television	When was actor and singer Drake Bell born?	July 4, 1976	September 4, 1990	August 31, 1988	June 27, 1986	June 27, 1986
Television	What is actor Josh Pecks favorite food to eat?	Knishes	Pizza	Lasagna	Baked Ziti	Pizza
Television	In 2002, Josh Peck from the hit television show Drake And Josh started playing what musical instrument?	Piano	Drums	Guitar	Slide Trombone	Piano
Television	Who plays Drake and Joshs sister, Megan Parker on the hit television show Drake And Josh?	Ashley Tisdale	Joshetta Peck	Miranda Cosgrove	Hillary Duff	Miranda Cosgrove
Television	Who is Drake Bells musical idol in real life?	John Lennon	Elton John	Jimi Hendrix	Tommy James	John Lennon
Television	What is Joshs hobby on the show Drake And Josh?	Baseball	Knitting	Crocheting	Cooking	Cooking
Television	Actor and singer Drake Bell received private guitar lessons from which Rock and Roll legend?	Roger Daltrey	Peter Frampton	Jimi Hendrix	Bob Dylan	Roger Daltrey
Television	On the show Drake And Josh, Josh Nichols writes for the school newspaper under what pen name?	Just Josh	Joshadosh	Josho	Miss Nancy	Miss Nancy
Television	How did Josh and Drake become brothers on the sitcom Drake and Josh?	Drake was adopted	Drakes mother married Joshs father	Josh was adopted	They both were adopted from different families and placed together	Drakes mother married Joshs father
Television	What year did The Andy Griffith Show begin?	1961	1962	1963	1960	1960
Television	What was the last name of Andy Griffiths on the self-titled show?	Fife	Taylor	Griffith	Pyle	Taylor
