Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
People	Who created the fictional character Big Brother?	Robert Louis Stevenson	Joseph Heller	William Golding	George Orwell	George Orwell
People	This author, often referred to as The Father of Science Fiction, wrote the novel The War of the Worlds.	Douglas Adams	George Orwell	Herbert George Wells	J.R.R. Tolkien	Herbert George Wells
People	Freddie Prinze died in 1977 of a drug overdose.	False	True			False
People	Singer Aaliyah was killed in a car crash in 2001.	False	True			False
People	Which of the following people did NOT die from either an intentional or accidental gun shot wound?	Brandon Lee	Mike Jones	Jon-Erik Hexum	Jonathan Brandis	Jonathan Brandis
People	This eponym comes from the name of a humorous character from the writings of Teddy Roosevelts VP, Charles W.G. Fairbanks.	dweeb	booby	dummy	blurb	blurb
People	This eponym comes from the name of a mentally slow character  from a cartoon by E.C. Segar, the man who drew Popeye.	dweeb	mobster	idiot	goon	goon
People	We know that a scrooge is a miserly, unhappy person. From which Dickens novel do we get this word?	A Tale of Two Cities	A Christmas Carol	Nickolas Nickalby	The Pickwick Papers	A Christmas Carol
People	An atlas is a collection of maps. Where do we get the word atlas from?	A Roman god	The name of a Greek god	A famous Greek map maker	A famous Roman map maker	The name of a Greek god
People	He was a Greek who talked incessantly. This got on Zeus nerves so the talkative one was imprisoned  under a fruit tree. Whenever he tried to get one of the fruits, the fruit moved away from him. What was his name?	Pyhrrus	Dazzalus	Cicero	Tantalus	Tantalus
People	We get the word bikini from the name of a tiny atoll in the Pacific.	True	False			True
People	The Ritz cracker gets its name from Cesar  Ritz, a famous German hotel owner.	False	True			False
People	We get this term for a type of clothing from the royal name of  J.T. Brudnell, a famous British cavalry officer .	cardigan	derby	ragland	tuxedo	cardigan
People	This type of fruit gets its name from the name of an Australian fruit breeder.	Nectarine	Sweet Susan plum	Granny Smith apple	Bosc pear	Granny Smith apple
People	Which president used to go skinny dipping on warm nights?	Teddy Roosevelt	Abraham Lincoln	John Quincy Adams	William Howard Taft	John Quincy Adams
People	This U.S. president gave the longest inauguration speech ever to that date.	William Jefferson Clinton	Rutherford B. Hayes	William Henry Harrison	John F. Kennedy	William Henry Harrison
People	Which U.S. president fathered 15 children: 8 with his first wife and 7 with his second wife?	Lyndon B. Johnson	Zachary Taylor	William Taft	John Tyler	John Tyler
People	This U.S. president survived gall bladder surgery when he was 17 years of age.	George Washington	Dwight Eisenhower	Abraham Lincoln	James K. Polk	James K. Polk
People	Which president was engaged once but never married, making him the first U.S. president never to have been married when elected President of the United States?	James K. Polk	James F. Cooper	Franklin Pierce	James Buchanan	James Buchanan
People	Abraham Lincoln carried bills, his mail, and personal notes in his hat.	False	True			True
People	Which of these presidents only wore suits that he custom tailored himself?	Thomas Jefferson	James Garfield	Andrew Johnson	Rutherford B. Hayes	Andrew Johnson
People	Which of these U.S. presidents died of throat cancer?	Ulysses S. Grant	Rutherford B. Hayes	Abraham Lincoln	Franklin D. Roosevelt	Ulysses S. Grant
People	It is said that this president was a genius, who could write in Greek with his left hand and in Latin with his right at the same time.	Woodrow Wilson	James Garfield	Rutherford B. Hayes	Calvin Coolidge	James Garfield
People	Which U.S. president had his jaw removed?	Ronald Reagan	William McKinley	James Garfield	Grover Cleveland	Grover Cleveland
People	This president battled chronic stomach pain throughout his life, worsening during the time of his presidency.	Franklin Roosevelt	Harry S. Truman	Calvin Coolidge	Woodrow Wilson	Calvin Coolidge
People	Which U.S. president published more than 16 books during his life?	Franklin D. Roosevelt	Dwight D. Eisenhower	Herbert Hoover	James E. Carter	Herbert Hoover
People	This U.S. president married his girlfriend just 3 months after meeting her.	John Adams	George W. Bush	Theodore Roosevelt	William J. Clinton	George W. Bush
People	Which U.S. president was related to 11 former presidents by blood or marriage?	John Adams	LBJ	JFK	FDR	FDR
People	President Calvin Coolidge had a special bathtub made just for him.	True	False			False
People	He was the first Roman Catholic US President and his father was a prominent businessman.	Lyndon Johnson	James Carter	Franklin D. Roosevelt	John Kennedy	John Kennedy
People	In his 1916 presidential campaign for reelection, his supporters said he kept us out of war, but in his second term he led the US into World War One. He was only the second Democrat elected to the Presidency since the American Civil War.	William Howard Taft	Woodrow Wilson	Warren G. Harding	Theodore Roosevelt	Woodrow Wilson
People	He was a peanut farmer from Plains Georgia, a governor of Georgia and a graduate of the US Naval Academy.	Gerald Ford	James Carter	George Bush	Lyndon Johnson	James Carter
People	He will be remembered for positive accomplishments in foreign affairs, especially for improving relations between the United States and China. But he will also be remembered for the scandal that forced him to be the first President to resign from office.	Richard Nixon	Harry Truman	George Bush	Ronald Regan	Richard Nixon
People	He had to make some tough decisions, such as whether or not to drop the atomic bomb on Japan. But he seldom shied away from decisions or defending his policies. He was reelected in one of the biggest political upsets in US presidential history.	Warren Harding	Lyndon Johnson	Harry Truman	Dwight Eisenhower	Harry Truman
People	He was the first Vice-President in the twentieth century to become President after the death of a President. Later he was reelected for a four-year term on his own and proved to be one of the most progressive Republican Presidents in the 20th century.	Theodore Roosevelt	Calvin Cooledge	Woodrow Wilson	William Howard Taft	Theodore Roosevelt
People	He first became famous in Hollywood. As President he sometimes got his speech lines a little confused, but he went a long way with his friend Gorbachev toward ending the Cold War.	George Bush	Ronald Reagan	William Clinton	Richard Nixon	Ronald Reagan
People	Who was the only 20th century US President who was not elected as President or Vice-President by the people of the United States?	Gerald Ford	Lyndon Johnson	William H. Taft	Richard Nixon	Gerald Ford
People	Who was the only US President in the 20th century who served as a US Army general before he became President?	Dwight Eisenhower	James Carter	Herbert Hoover	Theodore Roosevelt	Dwight Eisenhower
People	Which US President was elected to four presidential terms?	Woodrow Wilson	Ronald Reagan	Calvin Coolidge	Franklin Roosevelt	Franklin Roosevelt
People	Which of the following US Presidents was NOT the governor of a state before becoming President?	William Clinton	James Carter	Richard Nixon	Ronald Reagan	Richard Nixon
People	Which US President was largely responsible for forming the international coalition that drove Saddam Hussein out of Kuwait in the Gulf War in the early 1990s?	George Bush	William Clinton	James Carter	Richard Nixon	George Bush
People	This man was a famous inventor and an American founding father.	Millard Fillmore	George Washington	Benjamin Franklin	Thomas Jefferson	Benjamin Franklin
People	This man wrote pamphlets such as Common Sense and the Rights of Man.	Thomas Paine	Thomas Jefferson	Lincoln Stubbs	Austin Paul	Thomas Paine
People	This man was a Confederate general but his loyalties almost always lied with the United States. He distinguished himself in the Mexican-American War and in the American Civil War.	Robert E. Lee	Daniel Walsh	Thomas Stone Wall Jackson	Rutheford B. Hayes	Robert E. Lee
People	This man, who was a key figure in the Reagan administration, was involved in the Iran-Contra Affair.	Oliver North	John Threadgill	Chesty Puller	Douglas McArthur	Oliver North
People	This World War 2 general rushed to Belgium to rescue the 101st airborn.	George S. Patton	Dwight D. Eisenhower	Chesty Puller	Douglas McArthur	George S. Patton
People	This Civil War general led the march from Atlanta to Savannah.	Tyler Reynolds	William T. Sherman	Ulysses S. Grant	Thomas Jackson	William T. Sherman
People	This man served as U.S. President and was the primary writer of the Constitution.	Thomas Jefferson.	James Madison	John Adams	James Monroe	James Madison
People	This first lady saved a portrait of George Washington while the British burned the White House during the War of 1812.	Laura Bush	Susan B. Anthony	Dolley Madison	Martha Washington	Dolley Madison
People	This woman, born into slavery, worked on the underground railroad and was a Union spy during the U.S. Civil War.	Betsy Ross	Martha Washington	Harriet Tubman	Amelia Earhart	Harriet Tubman
People	Who was the first person to set foot on the moon?	John Glenn	Buzz Aldrin	George HW Bush	Neil Armstrong	Neil Armstrong
People	The term Pharaoh derives from the Egyptian words Pr-Aa meaning this.	Great House	King of All	Scorpion King	Eternal Light	Great House
People	This pharaoh ruled Egypt for more than 66 years and had many wives and children (according to some sources, he had as many as 200 sons and 200 daughters). The most famous of his wives was Nefertari.	Rameses II	Akhenaten	Menes	Rameses I	Rameses II
People	Thutmose III is considered to have been a great military expert.	False	True			True
People	Queen Cleopatra the Seventh was an ancient Egyptian ruler of what nationality?	Greek	Babylonian	Egyptian	Nubian	Greek
People	King Akhenaten led a religious revolution in Egypt when after proclaiming that Aten (the sun disc) was the the only god. This made him and his wife extremely hated among the Egyptians and possibly led to his death (even though there is no evidence supporting the theory about unnatural death). What was the name of his chief wife?	Tiy	Cleopatra	Nefertiti	Tey	Nefertiti
People	Tutankhamun succeeded Akhenaten when he was just 8 (this is true). He adopted Akhenatens monotheistic ideas and strengthened the cult in Aten.	True	False			False
People	Khufu was a pharaoh of Ancient Egypts Old Kingdom from approximately 2589 BC to 2566 BC. He is most famous for building this monument.	The Great Pyramid of Giza	The Caesarium	Cleopatras Needle	The Karnak Temple	The Great Pyramid of Giza
People	Ancient Egypt was actually divided into two kingdoms- Upper and Lower Egypt. The cobra was one of the symbols of Upper Egypt. What kind of animal was the symbol of Lower Egypt?	Falcon	Vulture	Shark	Eagle	Vulture
People	After the team of Howard Carter opened the tomb of King Tutankhamen, some of the archaeologists died in strange circumstances. This sparked the rumor of the Curse of the Pharaohs (this is true). However, Sir Arthur Conan Doyle (the inventor of the Sherlock Holmes) rejected the idea and proved it was groundless.	False	True			False
People	There is evidence that incestuous marriage was widespread at some point of Egyptian history. For example, Maatkare Hatshepsut, regarded as the earliest known queen regnant in history, married Thutmose II.   What was her relationship to Thutmose II?	He was her father	He was her son	He was her grandfather	He was her half-brother	He was her half-brother
People	Whose last words were reported to have been Tomorrow I shall no longer be here.?	William Shakespeare	Edward Cayce	Nostradamus	Joanne Dixson	Nostradamus
People	Whose dying words supposedly were I should never have switched from Scotch to martinis?	Wallace Berry	P.T. Barnum	Humphrey Bogart	W.C. Fields	Humphrey Bogart
People	What were the last words of Malcolm X?	I am still alive	Lets cool it brothers	Oh, God! Im hit	No one panic - Im alright	Lets cool it brothers
People	Whose final words are quoted here: I have offended God and mankind because my work did not reach the quality it should have.?	Martin Luther	Picasso	Michelangelo	Leonardo Da Vinci	Leonardo Da Vinci
People	What were the last words of the eloquent English romantic poet Lord Byron?	There is nothing but death	Good night	The rest is silence	I am still in love with life and words.	Good night
People	Whose last words were: Thomas Jefferson survives.?	Aaron Burr	Thomas Jefferson	George Washington	John Adams	John Adams
People	What was the last word of Alexander Graham Bell?	No	Good	Yes	Damn	No
People	Which witty prolific writer met death with these words: Either that wallpaper goes, or I go.?	Oscar Wilde	Dorothy Parker	George Bernard Shaw	Mark Twain	Oscar Wilde
People	The last words of what great 20th century writer were: Does nobody understand?	James Joyce	F.Scott Fitzgerald	Jean Paul Satre	Franz Kafta	James Joyce
People	Joseph Turner, the great English impressionist is reported to have said which of these words just before he died?	I am afraid to die	Lord help my poor soul	The Sun is God	Wait - just one more brush stroke	The Sun is God
People	Whose last words were Dont let it end like this...Tell them I said something.?	Panco Villa	Picasso	Billy the Kid	Eugene ONeill	Panco Villa
People	Whose final words were..Nothing but death.	Georgia OKeefe	Gertrude Stein	Jane Austen	Harriet Beecher Stowe	Jane Austen
People	What were Beethovens last words?	Friends applaud - the comedy is over	I have lived like a philosopher, and died like a Christian.	Drink to me	What did you say?	Friends applaud - the comedy is over
People	What were Gandhis last words?	Well if it must be so	Oh God! Oh God!	Lord help my poor soul	Into your hands I commend my spirit	Oh God! Oh God!
People	What were the last words of the Roman Emperor Caligula?	Its good to be the king	I am still alive	My horse, my horse	I dont want to go on the cart	I am still alive
People	Who stated But we dont want the smoking gun to be a mushroom cloud.?	Hillary Clinton	Condoleezza Rice	Nancy Pelosi	Madeline Albright	Condoleezza Rice
People	Color television. I wont believe it till I see it in black and white. Then, there is the quote, In two words im-possible. Who is the movie producer famed for his misspeak?	Steven Spielberg	Samuel Goldwyn	Barry Meyer	Jack Warner	Samuel Goldwyn
People	Oops, she did it again! What bright young singing star replied to the question, What is the best part of being famous?, with the answer, I get to go to a lot of overseas places like Canada.?	Taylor Swift	Miley Cyrus	Leann Rimes	Britney Spears	Britney Spears
People	Whose last words were They couldnt hit an elephant at this distance.?	General Robert E Lee	Stonewall Jackson	General U. S. Grant	General John Sedgwick	General John Sedgwick
People	What President of the United States got in trouble with the broccoli growers of America when he stated, Im President of the United States and Im not going to eat it anymore.?	Jimmy Carter	George W. Bush	George H. W. Bush	Bill Clinton	George H. W. Bush
People	This comedian calls himself an Executive Transvestite whilst asking the question Cake or Death?!	Eddie Izzard	Dame Edna	Milton Berle	Benny Hill	Eddie Izzard
People	Which Comedian made this quip: Boycott shampoo! Demand the REAL poo!?	Richard Pryor	George Carlin	Steven Wright	Jerry Seinfeld	Steven Wright
People	Standing ovations have become far too commonplace. What we need are ovations where the audience members all punch and kick one another. “ was said by which unapologetic satirist?	George Carlin	Lewis Black	Louis Anderson	Jerry Seinfeld	George Carlin
People	This comedian complained of having an apartment infested with Koala Bears. It was the cutest infestation, ever!	Norm MacDonald	Adam Sandler	Dane Cook	Mitch Hedberg	Mitch Hedberg
People	This chronically smoking comedian put his audience in place with this line Non-smokers die every day. Sleep tight!	Bill Hicks	Andrew Dice Clay	Dennis Leary	Richard Pryor	Bill Hicks
People	This comedienne who said Sometimes I feel like a figment of my own imagination.  is one of the handful of early women to pave the way for future aspiring funny women.	Ellen Degeneres	Paula Poundstone	Lily Tomlin	Joan Rivers	Lily Tomlin
People	The Emperors New Clothes, The Red Shoes, The Snow Queen, The Real Princess are fairy tales written by this author.	Katherine Porter	Mark Twain	Franz Kafka	Hans Christian Anderson	Hans Christian Anderson
People	Who wrote the short stories Taras Bulba, The Cloak, the Colash, The Overcoat, Why the Two Ivans Quarrelled?	Isak Vlavek	Fyodor Dostoevsky	Thomas Mann	Nikolai V. Gogol	Nikolai V. Gogol
People	Who wrote Young Goodman Brown, Wakefield, Rappaccinis Daughter and Mr. Bullfrog?	Nathaniel Hawthorne	James Fenimore Cooper	Nora Ebbs Wethering	Franz Kafka	Nathaniel Hawthorne
People	Name the author of The Legend of Sleepy Hollow and Little Britain.	Herbert Barnes Kellogg	Washington Irving	James Fenimore Cooper	Nathaniel Hawthorne	Washington Irving
People	Who penned the short stories The Cask of Amontillado, The Fall of the House of Usher, The Blue Coat and X-ing a Paragrab?	Edgar Allen Poe	James Fenimore Cooper	Stephen Benet	Stephen Crane	Edgar Allen Poe
People	Name the author of The Lady or the Tiger, The Magic Egg, Mr. Tolmin and The Widows Curse?	Mark Twain	Bernard Capes	Harte Crane	Frank R. Stockton	Frank R. Stockton
People	The Tell -Tale Heart, The Murder in the Rue Morgue, The Mystery of Marie Roget, The Pit and the Pendulum, The Purloined Letter are short stories by this author.	Sir Arthur Conan Doyle	Edgar Allen Poe	Rudyard Kipling	Stephen Crane	Edgar Allen Poe
People	Who wrote Bartleby the Scrivener, Billy Budd Foretopman and The Piazza?	Harte Crane	Stephen Benet	Stephen Crane	Herman Melville	Herman Melville
People	Name the author of A Dogs Tale, The  Notorios Jumpoing Frog of Calaveras County, The True Story.	Bernard Capes	Mark Twain	Bret Harte	Harte Crane	Mark Twain
People	Who is the author of The Canterville Ghost, The Model Millionaire, The Happy Prince and The Remarkable Rocket?	Oscar Wilde	Washington Irving	Bernard Capes	Noel Coward	Oscar Wilde
People	This case allowed police officers to pat down people for weapons without violating the 4th Amendment of the U.S. constitution.	Cornwell v. Michigan	Terry v. Ohio	Brown v. Board of Education	Smith v .The United States	Terry v. Ohio
People	All arrestees are read this warning before questioning due to the case with the same name.	Bill of Rights	Article 4	Miranda	1st Amendment	Miranda
People	This blood alcohol content level is generally accepted by all 50 U.S. states as the level consistent with being legally intoxicated.	.001	.01	.10	1.0	.10
People	Which of the following statements is true about the Life Imprisonment sentence in the U.S.?	You stay in prison until you die.	You are executed after all of your appeals have run out.	You are given a 100-year prison sentence	You stay in prison for 25 years and are then eligible for a parole hearing.	You stay in prison for 25 years and are then eligible for a parole hearing.
People	When there is reason to believe that a domestic assault has occurred (example: husband hitting wife) the police in the U.S. must do which of the following?	Have a judge approve the arrest	Take the victim to the hospital for an exam	Arrest the aggressor	Arrest both parties	Arrest the aggressor
People	What does the 1st Amendment of the U.S. Constitution guarantee?	To be free of illegal searches	Right to due process	Right to bear arms (guns)	Right to free speech	Right to free speech
People	What Amendment of the U.S. Constitution guarantees the right to be presumed innocent until proven guilty?	7th	8th	6th	5th	5th
People	U.S. police officers can shoot a man running from a felony he committed if he is running away with a gun.	False	True			True
People	In the U.S. a person under the age of 17 cannot be tried as an adult.	True	False			False
People	Bail and bond are synonymous.	True	False			False
People	How was the late Earl of Mountbatten related to Prince Philip.	He was Prince Philips grandson.	He was Prince Philips cousin.	He was Prince Philips uncle.	He was Prince Philips great grandson.	He was Prince Philips uncle.
People	Queen Elizabeth II gave birth to how many children?	5	3	4	6	4
People	Elizabeth Bowes-Lyon, the mother of Queen Elizabeth II, was born where?	Scotland	England	Ireland	Wales	England
People	How is Queen Elizabeth II related to Edward VIII, the late Duke of Windsor?	He was her uncle.	He was her father	He was her cousin	He was her grandfather	He was her uncle.
People	Both Queen Elizabeth II and Prince Philip are direct descendants of Queen Victoria.	True	False			True
People	Peter Phillips is the eldest grandchild of Queen Elizabeth II.	False	True			True
People	Uncommon Women and Others, The Heidi Chronicles, Isnt It Romantic, and The Sisters Rosensweig are written by this playwright.	Wendy Wasserstein	Sally Behrmann	Jill Matherson	Andrea ODowell	Wendy Wasserstein
People	Who wrote the plays Marty, The Tenth Man and Gideon?	John Updike	William Inge	Jonathan Larson	Paddy Chayefsky	Paddy Chayefsky
People	A Thousand Clowns, Im Not Rappaport, Thieves, Conversations with My Father are plays by this dramatist.	John Updike	Paddy Chayefsky	Herb Gardner	William Inge	Herb Gardner
People	What ancient Greek tragedian wrote the plays Oedipus Rex, Antigone, Oedipus at Colonus, Ajax?	Terrance	Sophocles	Aeschylus	Aristophanes	Sophocles
People	Lysistrata, The Birds, The Wasps, The Frogs are plays by this ancient Greek playwright.	Sophocles	Aeschylus	Aristophanes	Terrance	Aristophanes
People	Who is the author of Agamemnon, The Libation Bearers, The Eumenides, Prometheus Bound, and Seven Against Thebes?	Aristophanes	Sophocles	Terrance	Aeschylus	Aeschylus
People	Who penned the plays The Emperor Jones, Mourning Becomes Electra, Anna Christie, Desire Under the Elms, beyond the Horizon, and The Iceman Cometh?	Eugene ONeill	James Joyce	Thornton Wilder	Tennessee Williams	Eugene ONeill
People	This playwright is the author of Our Town, The Skin of Our Teeth, Bernice, and The Merchant of Yonkers.	William Inge	Tennessee Williams	Eugene ONeill	Thornton Wilder	Thornton Wilder
People	What prominent playwright wrote the plays A Glass Menagerie, A Streetcar Named Desire,  The Rose Tattoo, The Night of the Iguana?	Tennessee Williams	Thornton Wilder	Eugene ONeill	William Inge	Tennessee Williams
People	Come Back Little Sheba, Picnic and Bus Stop are plays by this dramatist.	Eugene ONeill	William Inge	Thornton Wilder	Tennessee Williams	William Inge
People	In which present day country was Vlad the Impaler born?	Turkey	Austria	Hungry	Romania	Romania
People	As a young man, Vlad the Impaler was taken hostage by the Turks and sent to Istanbul.	True	False			True
People	Vlad Draculas father and brother were assassinated by the Turks so they could more easily invade the region of Wallachia.	True	False			False
People	Which nickname given to Vlad Dracula means impaler?	Tepes	Impani	Radou	Dracul	Tepes
People	Notes from a Small Island is a travel book by an American Bill Bryson, describing a European island. Which one?	Ireland	Ibiza	Great Britain	Malta	Great Britain
People	The tagline for this movie was: For over two thousand years, Europe has survived many great disasters. Now for the real test. Chevy Chase  his family are coming from America!“ What film is it the quote from?	Time of Vacation	Christmas Vacation	European Vacation	The Big Vacation	European Vacation
People	He was born in Canada and was a business tycoon as well as a politician. He bought and later sold control of the Rolls-Royce automobile company and built a London newspaper empire. Who is he?	Matthew Boulton	Max Aitken, 1st Baron Beaverbrook	John Jacob Astor	Arthur Andersen	Max Aitken, 1st Baron Beaverbrook
People	He was a business tycoon who made a fortune by selling Coca-Cola. He bought the formula of Coca-Cola from its inventor John Pemberton for $2,300.	Richard Branson	Samuel Bronfman	Bernard Baruch	Asa Griggs Candler	Asa Griggs Candler
People	He is an American businessman, who studied at the University of Texas at Austin with the intention to become a physicist. It was then, that he got interested in computers and even started a computer company called PCs Limited in his dorm room. The company soon became very prosperous.	Michael Dell	Friedrich Engels	William Gates	Larry Ellison	Michael Dell
People	He founded one of the largest fast food companies. Having amassed a $500 million fortune during his lifetime, he was  included in the TIME 100 list of the worlds most influential builders and titans of industry.	Ray Kroc	Michael Milken	Scott McNealy	Henry Kravis	Ray Kroc
People	James G. March has served on the faculties of the Carnegie Institute of Technology, the University of California and Stanford University. He is a business theorists and his studies are directed towards this.	Understanding risk-taking and decision-making	Advertising and Marketing	Abuse at the workplace	The psychology of work	Understanding risk-taking and decision-making
People	He is from a  prominent 400-year old German family, famous for their steel production and manufacture of ammunition and armaments. He launched the family business.	Friedrich Krupp	Henry Kravis	Alfred Krupp	Alfred Sloan	Friedrich Krupp
People	This Australian-born tycoon is regarded as one of the most politically influential media proprietors in the world. He started his business in Australia and exported it to Britain and the USA.	Rupert Murdoch	Andrew Mellon	Sanjay Kumar	Pierre Omidyar	Rupert Murdoch
People	He was the most famous Greek shipping magnate of the 20th century.	Aristotle Onassis	Sanjay Kumar	Ross Perot	Cornelius Vanderbilt	Aristotle Onassis
People	Much of his fortune and rise to splendour was due to deals with William IX, who had had inherited what was purported to be among the largest fortunes in Europe. That fortune eventually went under his control. This was the start of one of the most successful German business families in the world.	Cecil Rhodes	Andrew Mellon	Mayer Amschel Rothschild	Paul Julius Baron von Reuter	Mayer Amschel Rothschild
People	This man played a knife wielding Bowie in a movie about the Alamo starring John Wayne.	Richard Dawson	Richard Boone	Richard Roundtree	Richard Widmark	Richard Widmark
People	This Richard played Jason Bourne in the original 1988 Bourne Identity.	Roundtree	Dawson	Chamberlain	Boone	Chamberlain
People	This Dick starred as Tom Bradford on Eight is Enough.	York	Van Patton	Van Dyke	Van York	Van Patton
People	This Jessica is a Country music singer famous for her 2001 song Who Am I .	Jessica Corbett	Jessica Maurer	Jessica Andrews	Jessica Capshaw	Jessica Andrews
People	What musician created the Ziggy Stardust persona, featured in the 1972 concept album The Rise and Fall of Ziggy Stardust and the Spiders from Mars?	David Coverdale	David Axelrod	David Bowie	David Gilmour	David Bowie
People	The publication of this novel by David Herbert Lawrence caused a scandal as it contained four-letter words and described the relationship between a working-class male and an upper-class female.	Sons and Lovers	Lady Chatterleys Lover	Fanny Hill or Memoirs of a Woman of Pleasure	Women in Love	Lady Chatterleys Lover
People	American magician and illusionist David Copperfield named himself after a character created by what classic author?	Oscar Wilde	Thomas Hardy	Charles Dickens	Mark Twain	Charles Dickens
People	What musician is not correctly matched with the band of which he was a member?	David Bowie - Talking Heads	David Coverdale - Deep Purple	David Crosby - The Byrds	David Gilmour - Pink Floyd	David Bowie - Talking Heads
People	In 2008, late-night talk show host David Letterman was accused of sexism regarding remarks about this politician.	Sarah Palin	Condoleezza Rice	Nancy Pelosi	Hilary Clindon	Sarah Palin
People	What weapon did young David, the future king of Israel, use to defeat the giant Goliath?	a bow	a sword	none	a sling	a sling
People	What actor won the 1996 Golden Globe Award for his role of an FBI Special Agent in a TV series?	David Hasselhoff	David Duchovny	David Boreanz	David Morse	David Duchovny
People	St. David, who is commemorated with a feast day falling on March 1 each year, is the national patron saint of this country.	Wales	Canada	Iceland	Scotland	Wales
People	What musician recorded the album White Snake and later used the album title as the name of his future band?	David Coverdale	David Byrne	David Gilmour	David Axelrod	David Coverdale
People	In 2007, English soccer player David Beckham, whose fame has extended well beyond sport, joined what American Major League Soccer team?	Los Angeles Galaxy	Houston Dynamo	D.C. United	Chicago Fire	Los Angeles Galaxy
People	John Adams was the second President of the United States. He was educated in the field of law at this Ivy League university.	Princeton University	Harvard University	University of Pennsylvania	Yale University	Harvard University
People	One of the actors starring in Friends graduated from Vassar College with a Bachelor of Science degree in Biology.	Lisa Kudrow	David Schwimmer	Jennifer Aniston	Courteney Cox Arquette	Lisa Kudrow
People	John F. Kennedy studied at all of these schools except one.	Harvard University	London School of Economics	United States Military Academy (West Point)	Princeton University	United States Military Academy (West Point)
People	Hollywood star Brad Pitt attended the University of Missouri, where he studied this.	Philosophy	English literature	Journalism	History	Journalism
People	At first Condoleezza Rices plans were to become a pianist. However, after she attended a course on international politics taught by this person, she changed her mind and at age 19, Rice earned her bachelors degree in political science from the University of Denver.	Josef Korbel	Henry Kissinger	None of these	Noam Chomsky	Josef Korbel
People	Actor Hugh Grant studied English at the University of Cambridge.	False	True			False
People	Which one of these British Prime Ministers studied chemistry at the University of Oxford?	Tony Blair	Margaret Thatcher	John Major	James Callaghan	Margaret Thatcher
People	Before altering the course of his career towards drama, this actor received a masters degree in chemical engineering from the University of Sydney, and was eventually awarded a prestigious Fulbright scholarship to MIT.	Sean Connery	Dolph Lundgren	Clint Eastwood	Nicolas Cage	Dolph Lundgren
People	The famous New York real estate developer, Donald Trump, earned his bachelors degree in economics from this university.	Fordham University	New York University	Brown University	University of Pennsylvania	University of Pennsylvania
People	Bill Gates graduated from Harvard University.	True	False			False
People	Famous Indian spiritual leader Mohandas Karamchand Gandhi is widely known as Mahatma, which means what  in Sanskrit?	Great Son	Great King	Great Eye	Great Soul	Great Soul
People	In 1889, what professional education did Mahatma Gandhi receive at University College in London?	He became a theologian.	He became a barrister.	He became an anthropologist.	He became a psychologist.	He became a barrister.
People	In 1894, the Natal Indian Congress was founded by Mahatma Gandhi in South Africa, for what purpose?	To organize the Indian people in London.	To fight with the discrimination against Indians.	To spread the teachings of Buddha.	To preach vegetarianism.	To fight with the discrimination against Indians.
People	What was the main principle in Mahatma Gandhis philosophical teaching Satyagraha, which he employed in his fight against the apartheid in South Africa and the British Raj?	The non-violent protest	The kamikaze approach	The war to end all wars	The Christian faith	The non-violent protest
People	During World War I, the famous spiritual leader Mahatma Gandhi encouraged the Indian people to do what?	To join the army and support the British.	To leave the country.	To stay home and never take part in a war.	To join the army and fight against the British.	To join the army and support the British.
People	On March 10, 1922 Mahatma Gandhi was sentenced to 6 years of prison for sedition but he served only two years. Why?	Because the UN forced the British government to free him.	Because he was later found not guilty.	Because his followers helped him escape from prison.	Because he needed urgent medical treatment.	Because he needed urgent medical treatment.
People	What was the astrological sign of Indian spiritual leader Mahatma Gandhi?	Taurus	Libra	Virgo	Aquarius	Libra
People	What is the title of Mahatma Gandhis autobiography, originally written in the Gujarati language?	My Indian Story	The Story of My Experiments with Truth	My Life and the Satyagraha	The Silence of My Freedom	The Story of My Experiments with Truth
People	During World War II, Mahatma Gandhi organized this movement of civil disobedience, determined to achieve Indias total independence from the British.	The Call for Freedom	The Quit India Movement	The Never Surrender Movement	The Indian Vegetarian Movement	The Quit India Movement
People	On January 30, 1948 Mahatma Gandhi died on his way to a religious meeting in New Delhi. What was the cause of his death?	He was shot by a Hindu radical.	He had a stroke.	He committed suicide.	He was knocked down by a car.	He was shot by a Hindu radical.
People	Joan of Arc lived in this century.	15th	16th	14th	13th	15th
People	When Joan was about 20 she said she had begun to receive visions of Saint Michael the Archangel, St. Catherine, and St. Margaret telling her to drive the English out of France.	False	True			False
People	In 1999, the movie The Messenger: The Story of Joan of Arc, portraying her life, was released.  Who played the role of her character?	Lola Albright	Isabelle Adjani	Milla Jovovich	Faye Dunaway	Milla Jovovich
People	Three of these writers have referred to Joan of Arc in their works. Who is the odd one?	Joseph Heller	George Bernard Shaw	Friedrich Schiller	Shakespeare	Joseph Heller
People	Joans visions are carefully scrutinized by experts. They concluded that all these diseases were the cause of the hallucinations except one.	Schizophrenia	Bovine Tuberculosis	Temporal lobe epilepsy	Narcissistic personality disorder	Narcissistic personality disorder
People	What can be inferred about Joans clothing?	Her clothing was extremely luxurious.	She often wore no clothes.	Her clothing was more commonly worn by men.	Her clothing resembled very much the one worn by Popes.	Her clothing was more commonly worn by men.
People	When Joan was captured by Burgundian troops, King Charles did not want to ransom her.	False	True			False
People	Was the trial against Joan of Arc, which began in 1431  just and fair?	Yes	No			No
People	How many years after her execution was Joan of Arc declared innocent?	10	100	25	311	25
